Title,Language,Release_Date,Genres,Runtime,Director,Lead_Actors,IMDb_Rating,BMS_Rating,Avg_Rating
Partner,Tamil,25/08/23,"Comedy, Sci-Fi",124,Manoj Damodharan,"Aadhi, Hansika Motwani, Yogi Babu",4.4,4.9,4.65
Soppana Sundari,Tamil,14/04/23,"Comedy, Drama, Thriller",115,SG Charles,"Aishwarya Rajesh, Deepa, Lakshmi Priyaa Chandramouli",6.2,6.4,6.3
Japan,Tamil,10/11/23,"Action, Crime, Drama",156,Raju Murugan,"Karthi, Anu Emmanuel, Sunil",3.2,2.7,2.95
Let's Get Married,Tamil,28/07/23,"Comedy, Drama, Romance",152,Ramesh Thamilmani,"Harish Kalyan, Ivana, Nadhiya, Yogi Babu",4.7,5.2,4.95
The Great Indian Kitchen,Tamil,03/02/23,Drama,100,R. Kannan,"Aishwarya Rajesh, Rahul Ravindran",5.7,5.7,5.7
Veeran,Tamil,02/06/23,"Action, Fantasy, Superhero",155,ARK Saravan,"Hiphop Tamizha Aadhi, Vinay Rai, Munishkanth",7.3,7.4,7.35
The Road,Tamil,06/10/23,"Action, Thriller",143,Arun Vaseegaran,"Trisha Krishnan, Santhosh Prathap",5.3,5,5.15
Tik Tok,Tamil,21/07/23,"Horror, Thriller",180,Rajesh Kannan,"Priyanka Arulmohan, Shaan Lokesh, Murugan Chellappa",6.8,7.4,7.1
Thalainagaram 2,Tamil,23/06/23,"Action, Crime, Drama",143,V.Z. Dhorai,"Sundar C, Pallak Lalwani, Thambi Ramaiah",4.1,4.6,4.35
Asvins,Tamil,23/06/23,"Horror, Thriller",111,Tarun Teja Mallareddy,"Vasanth Ravi, Vimala Raman, Muralidaran",4.8,4.3,4.55
Bagheera,Tamil,03/03/23,"Crime, Drama, Thriller",130,Adhik Ravichandran,"Prabhu Deva, Amyra Dastur, Sakshi Agarwal",3.4,2.8,3.1
Kulasami,Tamil,21/04/23,"Action, Drama",121,Saravana Sakthi,"Vimal, Tanya Hope",4.9,5.5,5.2
800,Tamil,06/10/23,"Biography, Drama, Sport",158,M. S. Sripathy,"Madhur Mittal, Mahima Nambiar",7.1,7.7,7.4
Burqa,Tamil,07/04/23,"Drama, Romance",80,Sarjun KM,"Kalaiyarasan, Mirnaa Menon",6,6,6
Kannai Nambathey,Tamil,17/03/23,Thriller,131,Mu. Maran,"Udhayanidhi Stalin, Aathmika, Prasanna",5.8,5.6,5.7
Dinosaurs,Tamil,21/07/23,"Action, Thriller",150,M. R. Madhavan,"Udhay Karthik, Rishi Rithvik",6.4,5.8,6.1
Infinity,Tamil,07/07/23,"Crime, Thriller, Mystery",112,Sinish Sreedharan,"Natarajan Subramaniam, Vidya Pradeep",3.9,3.6,3.75
Yaathisai,Tamil,21/04/23,"Action, History, War",121,Dharani Rasendran,"Shakthi Mithran, Rajalakshmi, Semmalar Annam",7.1,7.3,7.2
Web,Tamil,08/12/23,"Thriller, Horror",118,Haroon,"Natty, Shilpa Manjunath, Anandhi",5.1,5.1,5.1
V3: Vindhya Victim Verdict,Tamil,06/01/23,"Crime, Drama, Thriller",127,Amudhavanan P,"Varalaxmi Sarathkumar, Aadukalam Naren, Paavana Gowda",7.6,7.4,7.5
Lucky Man,Tamil,01/09/23,"Comedy, Drama, Fantasy",134,Balaji Venugopal,"Yogi Babu, Veera, Raichal Rabecca",6.4,5.9,6.15
Kather Basha Endra Muthuramalingam,Tamil,02/06/23,"Action, Drama",152,M. Muthaiah,"Arya, Siddhi Idnani, Prabhu",4.5,4.4,4.45
Raakadhan,Tamil,16/06/23,"Crime, Thriller",114,Dinesh Kalaiselvan,"Vamsi Krishna, Soundarya, Riythvika",7.5,7.3,7.4
August 16 1947,Tamil,07/04/23,"Drama, History",144,N.S. Ponkumar,"Gautham Karthik, Revathy Sharma, Pugazh",6.7,6.6,6.65
Appatha,Tamil,29/07/23,"Drama, Family",116,Priyadarshan,"Urvashi, Sidharth Babu, Anjali Rao",7.2,6.6,6.9
Pizza 3: The Mummy,Tamil,28/07/23,"Horror, Thriller",123,Mohan Govind,"Ashwin Kakumanu, Pavithrah Marimuthu, Gaurav Narayanan",4.8,4.7,4.75
Kondraal Paavam,Tamil,10/03/23,"Crime, Drama, Thriller",109,Dayal Padmanabhan,"Varalaxmi Sarathkumar, Easwari Rao, Santhosh Prathap",7.3,6.9,7.1
Adiyae,Tamil,25/08/23,"Drama, Romance, Sci-Fi",139,Vignesh Karthick,"G.V. Prakash Kumar, Gouri G Kishan, Venkat Prabhu",6.3,6.2,6.25
Karungaapiyam,Tamil,19/05/23,"Horror, Mystery",134,D. Karthikeyan,"Kajal Aggarwal, Regina Cassandra, Kalaiyarasan",4.9,5,4.95
Harkara,Tamil,22/09/23,"Drama, History",125,Ram Arun Castro,"Ram Arun Castro, Gautham Vasudev Menon, Kaali Venkat",7,7.1,7.05
Theera Kadhal,Tamil,26/05/23,"Drama, Romance",128,Rohin Venkatesan,"Jai, Aishwarya Rajesh, Shivada Nair",6.4,6.1,6.25
Naangal,Tamil,14/04/23,"Drama, Family",156,Gowtham Sundararajan,"Gowtham Sundararajan, Baby Shrika",6.5,7,6.75
Rudhran,Tamil,14/04/23,"Action, Thriller",149,Kathiresan,"Raghava Lawrence, Priya Bhavani Shankar, Sarath Kumar",5.1,4.5,4.8
Vaazhvu Thodangumidam Neethanae,Tamil,03/11/23,"Romance, Social Drama",125,V. Rajagopal,"Kamal Kumar, Gokul, Smruthi, Yazhini",8.1,7.7,7.9
Ghosty,Tamil,17/03/23,"Comedy, Horror",139,Kalyaan,"Kajal Aggarwal, Yogi Babu, K.S. Ravikumar",4.2,4.8,4.5
Takkar,Tamil,09/06/23,"Action, Romance, Drama",138,Karthik G Krish,"Siddharth, Divyansha Kaushik, Yogi Babu",5.4,5.2,5.3
Baba Black Sheep,Tamil,14/07/23,"Comedy, Drama",119,Rajmohan Arumugam,"RJ Vigneshkanth, Narendra Prasad, Nithya Shri",3.8,4.2,4
Licence,Tamil,10/11/23,"Drama, Thriller",118,Ganapathy Balakrishnan,"G.V. Prakash Kumar, Mahalakshmi Shankar",6.6,6.5,6.55
Ra Ra Sarasukku Ra Ra,Tamil,04/08/23,"Drama, Comedy",116,Prathap Murali,"Karunakaran, Aadhira, Sampath Ram",7.6,7.8,7.7
Yaadhum Oore Yaavarum Kelir,Tamil,19/05/23,Drama,116,Venkata Krishna Roghanth,"Vijay Sethupathi, Megha Akash, Vivek, Kaniha",5.2,5,5.1
,,,,,,,,,
2018,Malayalam,05/05/23,"Drama, Thriller",150,Jude Anthany Joseph,"Tovino Thomas, Kunchacko Boban, Asif Ali",8.3,8.6,8.45
Iratta,Malayalam,03/02/23,"Crime, Drama, Thriller",112,Rohit M G Krishnan,"Joju George, Anjali, Arya Salim",7.7,7.7,7.7
Romancham,Malayalam,03/02/23,"Comedy, Horror",130,Jithu Madhavan,"Soubin Shahir, Arjun Ashokan, Chemban Vinod Jose",7.5,7.6,7.55
Falimy,Malayalam,17/11/23,"Comedy, Family, Drama",125,Nithish Sahadev,"Basil Joseph, Jagadish, Manju Pillai",7.3,7.8,7.55
18+ (Malayalam),Malayalam,06/05/23,"Drama, Romance",85,Arun Prabhakaran,"Vishnu Unnikrishnan, Meera Nair",8.7,8.8,8.75
Aattam,Malayalam,05/01/24,"Drama, Thriller",139,Anand Ekarshi,"Vinay Forrt, Zarin Shihab, Kalabhavan Shajohn",8.1,7.5,7.8
Kannur Squad,Malayalam,28/09/23,"Crime, Action, Thriller",161,Roby Varghese Raj,"Mammootty, Rony David Raj, Shabareesh Varma",7.6,7.3,7.45
Neru,Malayalam,21/12/23,"Drama, Courtroom",150,Jeethu Joseph,"Mohanlal, Priyamani, Siddique",7.5,7,7.25
Paachuvum Albhuthavilakkum,Malayalam,28/04/23,"Comedy, Drama",171,Akhil Sathyan,"Fahadh Faasil, Anjana Jayaprakash, Mukesh",7.3,6.7,7
RDX: Robert Dony Xavier,Malayalam,25/08/23,"Action, Drama, Thriller",151,Nahas Hidayath,"Shane Nigam, Antony Varghese, Neeraj Madhav",7,6.4,6.7
Santhosham,Malayalam,24/02/23,"Drama, Family",120,Ajith V Thomas,"Anu Sithara, Amith Chakalakkal, Kalabhavan Shajohn",6.7,6.9,6.8
Purusha Pretham,Malayalam,24/03/23,"Comedy, Crime, Thriller",153,Krishand,"Darshana Rajendran, Jagadish, Alexander Prasanth",7.2,7.4,7.3
Corona Papers,Malayalam,06/04/23,"Crime, Drama, Thriller",155,Priyadarshan,"Shane Nigam, Shine Tom Chacko, Siddique",6.4,6.8,6.6
18+ (Akhil & Athira),Malayalam,07/07/23,"Drama, Romance",122,Arun D Jose,"Naslen, Mathew Thomas, Meenakshi Dinesh",6.3,6,6.15
King of Kotha,Malayalam,24/08/23,"Action, Crime, Drama",174,Abhilash Joshiy,"Dulquer Salmaan, Aishwarya Lekshmi, Prasanna",6.1,5.8,5.95
Khali Purse of Billionaires,Malayalam,28/04/23,"Comedy, Drama",123,Maxwell Jose,"Arjun Ashokan, Aju Varghese, Dhyan Sreenivasan",2.8,2.7,2.75
Maharani,Malayalam,24/02/23,"Drama, Political Satire",127,G. Marthandan,"Shine Tom Chacko, Johny Antony, Nisha Sarangh",4.6,4.9,4.75
Theru,Malayalam,10/03/23,"Thriller, Drama",116,S.J. Sinu,"Amith Chakalakkal, Baburaj, Kalabhavan Shajohn",6.6,6.8,6.7
Dhoomam,Malayalam,23/06/23,"Drama, Thriller",143,Pawan Kumar,"Fahadh Faasil, Aparna Balamurali, Roshan Mathew",5.7,5.5,5.6
Phoenix,Malayalam,17/11/23,"Horror, Thriller",132,Vishnu Bharathan,"Aju Varghese, Chandhunadh, Anoop Menon",6,6.2,6.1
Pookkaalam,Malayalam,08/04/23,"Drama, Comedy",137,Ganesh Raj,"Vijayaraghavan, K.P.A.C. Leela, Roshan Mathew",7.3,7.4,7.35
Kaathal - The Core,Malayalam,23/11/23,"Drama, Political",114,Jeo Baby,"Mammootty, Jyotika, Joji Mundakayam",7.5,7,7.25
Alone,Malayalam,26/01/23,"Drama, Mystery, Thriller",122,Shaji Kailas,Mohanlal,3.4,3.1,3.25
Abhyuham,Malayalam,27/10/23,"Drama, Mystery",103,Akhil Sreenivas,"Ajmal Ameer, Athmiya Rajan, Shaju Sreedhar",7.1,6.6,6.85
Neymar,Malayalam,12/05/23,"Comedy, Drama",160,Sudhi Maddison,"Mathew Thomas, Naslen, Shammi Thilakan",6.5,6.7,6.6
Vanitha,Malayalam,17/03/23,"Thriller, Drama",110,Rahim Khader,"Gouri G. Kishan, Sminu Sijo, Anil Nedumangad",5.7,5.6,5.65
Antony,Malayalam,01/12/23,"Action, Family Drama",147,Joshiy,"Joju George, Kalyani Priyadarshan",6.3,6.3,6.3
Christy,Malayalam,17/02/23,"Drama, Romance",141,Alvin Henry,"Mathew Thomas, Malavika Mohanan",4.8,4.5,4.65
Kirkkan,Malayalam,28/07/23,"Crime, Thriller",121,Josh,"Salim Kumar, Johny Antony, Saritha Kukku",8,7.8,7.9
Kolla,Malayalam,09/06/23,"Crime, Thriller",123,Suraj Varma,"Rajisha Vijayan, Priya Prakash Varrier",5.5,5.9,5.7
Family,Malayalam,20/10/23,Drama,111,Sagan Thomas,"Shanavas Shanu, Sreedevip",6.1,5.8,5.95
Garudan,Malayalam,23/03/23,"Crime, Drama, Thriller",138,Arun Varma,"Suresh Gopi, Biju Menon",7.3,7.5,7.4
Asthra,Malayalam,17/02/23,"Action, Thriller",115,Sajin Lal,"Riyas, Sunil Sukhada",3.7,3.7,3.7
Neelavelicham,Malayalam,14/07/23,"Horror, Fantasy",132,Aashiq Abu,"Tovino Thomas, Rima Kallingal",5.8,5.9,5.85
Nona,Malayalam,16/06/23,"Drama, Comedy",147,Ganesh Raj,"Manikandan Achari, Anoop Khalid",8.4,8.2,8.3
Pendulum,Malayalam,10/05/23,"Mystery, Sci‚ÄëFi",106,Rejin S. Babu,"Indrans, Anumol K. Manoharan",6.4,5.9,6.15
Pappachan Olivilaanu,Malayalam,22/09/23,"Comedy, Drama",134,Sinto Sunny,"Saiju Kurup, Lukman Avaran",4.1,3.7,3.9
Jackson Bazaar Youth,Malayalam,08/12/23,"Drama, Crime",111,Shamal Sulaiman,"Lukman Avaran, Jaffer Idukki",5.9,6,5.95
Valatty,Malayalam,24/08/23,"Family, Romance",113,Devan Joseph,"Roshan Mathew (voice), Raveena Ravi (voice)",7,7.2,7.1
Pulimada,Malayalam,07/04/23,"Thriller, Survival",110,A. K. Sajan,"Joju George, Aishwarya Rajesh",5.2,4.8,5
Ntikkakkakkoru Premondarnn,Malayalam,26/05/23,"Drama, Romance",125,Abhiram Suresh Unnithan,"Naslen, Vincy Aloshious",5.6,5.3,5.45
Rekha (2023),Malayalam,10/03/23,"Crime, Drama, Thriller",123,Rahman,"Aswathy Sreekanth, Anikha Surendran",6.4,6,6.2
Oh My Darling,Malayalam,19/01/23,"Romance, Drama",144,Alfred Kurian Joseph,"Melvin G. Babu, Anikha Surendran",4.4,4.8,4.6
Janaki Jaane,Malayalam,24/08/23,"Drama, Psychological",121,Prakash Menon,"Navya Nair, Saiju Kurup",5.9,5.7,5.8
Madhura Manohara Moham,Malayalam,25/05/23,"Comedy, Drama, Family",117,Aneesh Anwar,"Aarsha Chandini Baiju, Rajisha Vijayan",6.3,6.2,6.25
Pranaya Vilasam,Malayalam,14/04/23,"Romance, Anthology",123,Girish A.D.,"Varsha Bollamma, Niranj Suresh",6.8,6.5,6.65
Chaver,Malayalam,05/07/23,"Crime, Thriller",128,Uttar Kumar,"Kunchacko Boban, Antony Varghese",6.2,6.6,6.4
Pallotty 90's Kids,Malayalam,25/08/23,"Family, Drama",126,Tanaz Esha Kuria,"Althaf Salim, Balu Varghese",7.2,7.8,7.5
Rahel Makan Kora,Malayalam,01/12/23,"Drama, Social",132,K Sanoop,"Megha Thomas, Naslen",3.8,4.3,4.05
Ayalvaashi,Malayalam,29/06/23,"Drama, Comedy",107,Suresh Poduval,"Vijayaraghavan, Binu Pappu",5.8,6.2,6
Bandra,Malayalam,30/11/23,"Action, Drama, Mystery",150,Arun Gopy,"Dileep, Tamannaah Bhatia",4.4,4.5,4.45
Kasargold,Malayalam,15/09/23,"Action, Crime, Thriller",139,Mridul Nair,"Asif Ali, Sunny Wayne, Vinayakan",5.4,5.7,5.55
Missing Girl,Malayalam,04/08/23,"Horror, Thriller",112,Abdul Rasheed,"Appani Sarath, Vinod Kedamangalam",6.6,6.4,6.5
Queen Elizabeth,Malayalam,27/10/23,"Drama, Comedy",119,M. Padmakumar,"Meera Jasmine, Narain",4.5,4.6,4.55
Padmini,Malayalam,14/07/23,"Comedy, Romance",120,Senna Hegde,"Kunchacko Boban, Madonna Sebastian, Aparna Balamurali, Vincy Aloshious",6.4,6.4,6.4
Christopher,Malayalam,09/02/23,"Action, Thriller",150,B. Unnikrishnan,"Mammootty, Sneha, Amala Paul, Aishwarya Lekshmi",5.9,6.4,6.15
Madanolsavam,Malayalam,21/04/23,"Drama, Satire",129,Sudheesh Gopinath,"Suraj Venjaramoodu, Bhama Arun, Rajesh Madhavan",6.5,7,6.75
Boomerang,Malayalam,10/03/23,"Comedy, Drama",123,Manu Sudhakaran,"Shine Tom Chacko, Chemban Vinod Jose, Samyuktha Menon",3.4,3.3,3.35
Sulaikha Manzil,Malayalam,21/04/23,"Family, Drama",120,Ashraf Hamza,"Lukman Avaran, Anarkali Marikar",6.5,6,6.25
Thankam,Malayalam,26/01/23,"Crime, Drama",145,Saheed Arafath,"Biju Menon, Vineeth Sreenivasan",7.1,7.2,7.15
Live,Malayalam,12/05/23,"Thriller, Drama",125,V. K. Prakash,"Mamta Mohandas, Soubin Shahir, Priya Prakash Varrier",4.5,4.3,4.4
Little Miss Rawther,Malayalam,18/08/23,"Romance, Drama",122,Vishnu Dev,"Gouri Kishan, Shersha Sherief",5.1,5.3,5.2
Kadina Kadoramee Andakadaham,Malayalam,19/05/23,"Comedy, Drama",118,Muhashin,Basil Joseph,6.3,6.8,6.55
A Ranjith Cinema,Malayalam,08/09/23,"Comedy, Drama",149,Nishanth Sattu,"Asif Ali, Saiju Kurup, Anson Paul",5,4.5,4.75
Tholvi F.C.,Malayalam,03/11/23,"Family, Comedy",120,George Kora,"Sharaf U Dheen, Johny Antony, George Kora",5.9,5.7,5.8
Ennalum Ente Aliya,Malayalam,06/01/23,"Comedy, Family",113,Bash Mohammed,"Suraj Venjaramoodu, Lena, Siddique",5.5,6.1,5.8
Somante Krithavu,Malayalam,08/12/23,"Drama, Satire",121,Anoop Pandalam,"Sudheesh, Kalabhavan Shajohn",6,5.5,5.75
Voice of Sathyanathan,Malayalam,28/07/23,"Comedy, Thriller",135,Rafi,"Dileep, Joju George, Siddique",5.7,5.3,5.5
Thrishanku,Malayalam,26/05/23,"Comedy, Romance",112,Achyuth Vinayak,"Anna Ben, Arjun Ashokan",6.3,6.7,6.5
The Hope,Malayalam,03/11/23,Drama,114,Amjad Hussain,"Lenaa, Sijoy Varghese",9,9.2,9.1
O.Baby,Malayalam,20/10/23,"Drama, Family",126,Ranjan Pramod,"Dileesh Pothan, Haniya Nafisa",6.7,6.9,6.8
Adrishya Jalakangal,Malayalam,24/11/23,"Thriller, Fantasy",128,Bijukumar Damodaran,"Tovino Thomas, Nimisha Sajayan",4.8,5.2,5
Vela,Malayalam,10/11/23,"Crime, Thriller",148,Syam Sasi,"Shane Nigam, Sunny Wayne",8,7.8,7.9
Jailer,Malayalam,15/09/23,"Thriller, Drama",122,Sakkir Madathil,"Dhyan Sreenivasan, Manoj K. Jayan",2.8,3.1,2.95
Dance Party,Malayalam,08/12/23,"Comedy, Romance",118,Sohan Seenulal,"Shine Tom Chacko, Sritha Sivadas",3.4,3.3,3.35
Enthada Saji,Malayalam,08/04/23,"Comedy, Drama",123,Godfy Babu,"Nivetha Thomas, Kunchacko Boban, Jayasurya",3.9,4.4,4.15
Adi,Malayalam,14/04/23,"Drama, Romance",131,Prasobh Vijayan,"Shine Tom Chacko, Ahaana Krishna",5.4,4.8,5.1
Mea Culpa,Malayalam,01/01/23,Thriller,,,,5.3,5.2,5.25
Enkilum Chandrike,Malayalam,17/02/23,"Comedy, Romance",126,Adithyan Chandrashekar,"Suraj Venjaramoodu, Saiju Kurup, Niranjana Anoop",5.6,5.4,5.5
Nadikalil Sundari Yamuna,Malayalam,15/09/23,"Comedy, Family, Romance",129,"Vijesh Panathur, Unni V","Dhyan Sreenivasan, Aju Varghese",5.3,5,5.15
Thuramukham,Malayalam,10/03/23,"Historical, Drama",175,Rajeev Ravi,"Nivin Pauly, Poornima Indrajith, Indrajith Sukumaran",5.9,5.9,5.9
Kunjamminis Hospital,Malayalam,11/08/23,"Fantasy, Comedy",122,Sanal V. Devan,"Indrajith Sukumaran, Nyla Usha, Baburaj",6.1,6.2,6.15
Ayisha,Malayalam,20/01/23,"Biography, Drama",153,Aamir Pallikkal,"Manju Warrier, Radhika, Krishna Sankar",5.9,6.2,6.05
Corona Dhavan,Malayalam,04/08/23,"Comedy, Drama",130,C.C. Nithin,"Lukman Avaran, Johny Antony, Irshad",5.8,5.9,5.85
Kurukkan,Malayalam,27/07/23,"Comedy, Thriller",125,Jayalal Divakaran,"Vineeth Sreenivasan, Sreenivasan, Shine Tom Chacko",5.1,5.4,5.25
Philip's,Malayalam,24/11/23,"Family, Drama",106,Alfred Kurian Joseph,"Mukesh, Noble Babu Thomas",7.1,7,7.05
Ramachandra Boss & Co,Malayalam,25/08/23,"Heist, Action, Comedy",148,Haneef Adeni,"Nivin Pauly, Vinay Forrt, Jaffer Idukki",4.8,4.7,4.75
Maheshum Marutiyum,Malayalam,10/03/23,"Romance, Drama",134,Sethu,"Asif Ali, Mamta Mohandas",4.5,4.4,4.45
,,,,,,,,,
Hi Nanna,Telugu,07/12/23,"Drama, Family, Romance",155,Shouryuv,"Nani, Mrunal Thakur, Kiara Khanna",8.2,7.6,7.9
Bubblegum,Telugu,15/04/23,"Romance, Drama",146,Mark K Robin,"Harsha Chemudu, Jhanvi Arora",6.2,5.9,6.05
Salaar,Telugu,22/12/23,"Action, Thriller",175,Prashanth Neel,"Prabhas, Prithviraj Sukumaran, Shruti Haasan",6.6,6.5,6.55
Mangalavaram,Telugu,12/05/23,"Horror, Thriller",149,Ajay Bhupathi,"Payal Rajput, Nithiin",6.8,7.2,7
Baby,Telugu,06/10/23,"Romance, Drama",175,Sai Pawar,"Anand Deverakonda, Vaishnavi Chaitanya",7.1,7.6,7.35
Adipurush,Telugu,16/06/23,"Mythological, Drama",179,Om Raut,"Prabhas, Kriti Sanon, Saif Ali Khan",2.6,3.1,2.85
Ravanasura,Telugu,17/05/23,"Crime, Thriller",141,Sudheer Varma,"Ravi Teja, Disha Patani",5.7,5.6,5.65
Mad,Telugu,24/02/23,"Comedy, Youth",127,Kalyan Shankar,"Rahul Ramakrishna, Prashant Reddy",7.3,6.9,7.1
ButtaBomma,Telugu,12/04/23,"Romance, Comedy",142,Veligonda Srinivas,"Arjun Das, Anikha Surendran",6.6,6.9,6.75
Agent,Telugu,28/04/23,"Action, Spy Thriller",156,Surender Reddy,"Akhil Akkineni, Mammootty, Dino Morea",3.6,4.2,3.9
Tantiram,Telugu,13/10/23,"Horror, Fantasy, Mystery",99,Muthyala Meher Deepak,"Srikanth Gurram, Priyanka Sharma, Avinash",,,
Kushi,Telugu,01/09/23,"Romance, Comedy, Drama",165,Shiva Nirvana,"Vijay Deverakonda, Samantha Ruth Prabhu",5.4,5.5,5.45
Balagam,Telugu,20/09/23,"Drama, Family",131,Venu Yeldandi,"Nara Rohit, Krithi Shetty",7.9,8.2,8.05
Extra Ordinary Man,Telugu,23/06/23,"Comedy, Drama",157,Vakkantham Vamsi,Nithiin,5.1,5.3,5.2
Dasara,Telugu,30/03/23,"Action, Drama, Thriller",156,Srikanth Odela,Nani,6.6,6.2,6.4
Maa Oori Polimera 2,Telugu,18/02/23,"Crime, Thriller",125,debut director,"Abhinav Gomatam, Vinod Kumar",7.1,7.4,7.25
Tiger Nageswara Rao,Telugu,05/10/23,"Biopic, Crime, Drama",160,Vidyasagar Raju,"Sundeep Kishan, Ravi Kale",6,5.4,5.7
Virupaksha,Telugu,29/06/23,"Horror, Mystery, Thriller",145,Karthik Varma,Sai Dharam Tej,7.2,7.8,7.5
Waltair Veerayya,Telugu,13/01/23,"Action, Drama",155,Bobby Kolli,"Chiranjeevi, Ravi Teja",6.2,6.7,6.45
Aadikeshava,Telugu,11/08/23,Drama,125,debut director,Venkatesh Iyer,4.3,4.5,4.4
Bhagavanth Kesari,Telugu,19/10/23,"Action, Drama",164,Anil Ravipudi,"Nandamuri‚Balakrishna, Kajal Aggarwal",5.8,5.4,5.6
Skanda,Telugu,28/09/23,"Action, Drama",167,Boyapati Sreenu,"Ram‚Pothineni, Sreeleela, Saiee Manjrekar",4.2,4.1,4.15
Shaakuntalam,Telugu,14/07/23,"Mythological, Drama",149,Gunasekhar,"Samantha Ruth Prabhu, Dev Mohan",4.3,4.2,4.25
Chakravyuham: The Trap,Telugu,11/08/23,"Crime, Thriller",111,C.K. Dayanand,"Nithya Menen, Kavya Thapar",7.1,7.1,7.1
Pindam,Telugu,10/03/23,"Horror, Supernatural",158,Sai Swaroopa,"Baby Naayi, Munna Simon",6.6,6,6.3
Gandeevadhari Arjuna,Telugu,22/09/23,"Action, Spy Thriller",137,Praveen Sattaru,Sudheer Babu,5.4,5.7,5.55
Bro,Telugu,11/08/23,"Fantasy, Drama",134,Samuthirakani,"Pawan Kalyan, Sai Dharam Tej",6,5.6,5.8
Veera Simha Reddy,Telugu,13/01/23,"Action, Drama",170,Gopichand Malineni,Chiranjeevi,4.8,5.2,5
Keedaa Cola,Telugu,03/02/23,"Comedy, Adventure",145,Priyadarshi Pulikonda,"Anchor Ravi, Tharun Bhascker Dhaassyam",7.3,7.4,7.35
Atharva,Telugu,19/05/23,"Crime, Mystery",116,Krishna Chaitanya,"Sree Vishnu, Pavani Gangireddy",6.6,6.5,6.55
Devil The British Secret Agent,Telugu,29/12/23,"Action, Mystery, Thriller",144,"Abhishek Nama, Naveen Medaram","Nandamuri Kalyan Ram, Samyuktha Menon, Vasishta N.‚Simha",6.5,6.1,6.3
Spy,Telugu,31/03/23,"Action, Spy Thriller",135,Vi Anand,"Nikhil Siddhartha, Iswarya Menon",4.7,4.1,4.4
Gammathu,Telugu,14/06/23,"Comedy, Drama",125,Karthik Gattamneni,"Shiva Karthik, Eesha Rebba",6.2,6.7,6.45
Miss Shetty Mr Polishetty,Telugu,07/09/23,"Romance, Comedy, Drama",147,Mahesh Babu Pachigolla,"Anushka Shetty, Naveen Polishetty",7,7.5,7.25
O‚Saathiya,Telugu,08/06/23,"Romance, Drama",136,Akhil Kumar,"Teja Sajja, Shivani Rajashekar",6,6.1,6.05
Samajavaragamana,Telugu,28/07/23,"Comedy, Romance",140,Abhinav Kolli,"Anand Deverakonda, Malvika Sharma",7.4,6.9,7.15
Her: Chapter 1,Telugu,18/08/23,"Crime, Thriller",103,Radhakrishna Putham,"Ruhani Sharma, Kamal Kamaraju",6.2,5.9,6.05
Detective Karthik,Telugu,12/05/23,"Mystery, Thriller",115,Tanuj Gandhi,"Nandamuri Kalyan Ram Jr., Krithi Shetty",5.8,5.3,5.55
Mr. Pregnant,Telugu,10/11/23,"Comedy, Fantasy",135,Srinivas Avasarala,"Syed Sohel Ryan, Preeti Asrani",6.3,6.3,6.3
Hunt,Telugu,02/08/23,"Action, Thriller",132,Ram‚ÜíSai Dinesh,"Sudheer Babu, Arjun Rampal",5.4,5,5.2
Mayapetika,Telugu,14/04/23,"Anthology, Drama",142,Rahul Ravindran,"Meera Jasmine, Samuthirakani",5,5.6,5.3
Vimanam,Telugu,12/03/23,"Family, Drama",142,Pradeep Chilukuri,"Samuthirakani, Meera Jasmine",6.7,7.2,6.95
Ugram,Telugu,05/05/23,"Action, Thriller",146,Vijay Kanakamedala,"Allari Naresh, Avika Gor, Sneha Ullal",6.5,6.1,6.3
Bholaa Shankar,Telugu,29/06/23,"Action, Drama",159,Meher Ramesh,Chiranjeevi,3.3,3.1,3.2
Aneethi,Telugu,01/02/23,"Drama, Romance",143,Karuna Kumar,"Arjun Das, Dushara Vijayan",6.6,7.2,6.9
My Name Is Shruthi,Telugu,22/09/23,Thriller,130,AFS Martin,Swathi Reddy,6.2,6.6,6.4
Custody,Telugu,21/04/23,"Crime, Action",153,Venkat Prabhu,"Naga Chaitanya, Arvind Swamy",5.7,6.1,5.9
Boo,Telugu,27/10/23,"Horror, Mystery",200,Bhargav V. Row,Rakul Preet Singh,5,5.1,5.05
Michael,Telugu,15/07/23,"Action, Crime",152,Darshan,"Sundeep Kishan, Vijay Sethupathi",5,4.8,4.9
Ala Ila Ela,Telugu,22/12/23,"Drama, Romance",141,Satish Tripura Sundari,Vallabhaneni Pallavi,5.8,5.8,5.8
Spark: L.I.F.E.,Telugu,17/11/23,"Action, Thriller",170,Vikranth Reddy,"Vikranth Reddy, Mehreen Pirzada, Rukshar Dhillon",6.8,6.8,6.8
Das Ka Dhamki,Telugu,21/07/23,"Comedy, Thriller",140,Gudapa Govardhan,Vishwak Sen,6.1,5.7,5.9
Month of Madhu,Telugu,06/10/23,"Romance, Drama",140,Srikanth Nagothi,"Naveen Chandra, Swathi Reddy",6.8,7.3,7.05
Perfume,Telugu,25/08/23,Psychological Thriller,142,Krishna Madineni,"laga Narayana, Vedha",7.9,8.4,8.15
The Trial,Telugu,15/06/23,"Crime, Legal Thriller",99,Chandra Mahaprasad,"Teja Sajja, Shweta Verma",6.3,5.9,6.1
Mem Famous,Telugu,11/08/23,"Comedy, Drama",149,Venky Atluri,"Vishwak Sen, Priya Bhavani Shankar",7.1,7.1,7.1
